"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3022650","Michael  Weiss","","","","Designing Collaborative Problem-Solving Communities","14:1--14:6","14","6","Collaboration, Community Design, Problem Solving","10.1145/3022636.3022650","","","","","","","2016","","Proceedings of the 10th Travelling Conference on Pattern Languages of Programs","VikingPLoP '16","","978-1-4503-4200-1","Leerdam, AA, Netherlands","ACM","New York, NY, USA"
"article","1836057","Andreas  Schiefer and Ren&#233;  Berndt and Torsten  Ullrich and Volker  Settgast and Dieter W. Fellner","","","","Service-oriented Scene Graph Manipulation","55--62","","8","scene graph systems, web services","10.1145/1836049.1836057","","","","","","","2010","","Proceedings of the 15th International Conference on Web 3D Technology","Web3D '10","","978-1-4503-0209-8","Los Angeles, California","ACM","New York, NY, USA"
"article","2819342","Victoria  Karaseva and Ahmed  Seffah","","","","The Human Side of Software As a Service: Building a Tighter Fit Between Human Experiences and SOA Design Practices","105--108","","4","SaaS, experience, service design patterns, service design principles, service-oriented architecture","","","","","","","","2015","","Proceedings of the Eighth International Workshop on Cooperative and Human Aspects of Software Engineering","CHASE '15","","","Florence, Italy","IEEE Press","Piscataway, NJ, USA"
"article","1132742","St&#233;phane  Huot and Pierre  Dragicevic and C&#233;dric  Dumas","","","","Flexibilit{\'e} Et Modularit{\'e} Pour La Conception D'Interactions: Le Mod\`{e}Le D'Architecture Logicielle Des Graphes Combin{\'e}s","43--50","","8","GUI architectures, GUI toolkits, ICON, MAGGLITE, interaction techniques","10.1145/1132736.1132742","","","","","","","2006","","Proceedings of the 18th Conference on L'Interaction Homme-Machine","IHM '06","","1-59593-350-6","Montreal, Canada","ACM","New York, NY, USA"
"article","636615","Andrea  Esuli and Antonio  Cisternino and Giuliano  Pacini and Maria  Simi","","","","Multimodal Presentation of Dynamic Object Scenarios on the Web","147--153","","7","3D graphics, VRML, adaptive interfaces, dynamic object environments, multimodal presentation, natural language generation, sail racing","10.1145/636593.636615","","","","","","","2003","","Proceedings of the Eighth International Conference on 3D Web Technology","Web3D '03","","1-58113-644-7","Saint Malo, France","ACM","New York, NY, USA"
"article","76772","G.  Balbo and G.  Chiola","","","","Stochastic Petri Net Simulation","266--276","","11","","10.1145/76738.76772","","","","","","","1989","","Proceedings of the 21st Conference on Winter Simulation","WSC '89","","0-911801-58-8","Washington, D.C., USA","ACM","New York, NY, USA"
"article","263256","Rakesh  Agarwal and Giorgio  Bruno","","","","Implementing Inheritance in Operational Graphical Languages","50--55","","6","","10.1145/263244.263256","SIGSOFT Softw. Eng. Notes","July 1997","22","4","","July","1997","0163-5948","","","","","","ACM","New York, NY, USA"
"article","2480311","Arnaud  Hamon and Philippe  Palanque and Jos&#233; Lu&#237;s  Silva and Yannick  Deleris and Eric  Barboni","","","","Formal Description of Multi-touch Interactions","207--216","","10","development process, interactive cockpits, model-based approaches, tactile interactions","10.1145/2494603.2480311","","","","","","","2013","","Proceedings of the 5th ACM SIGCHI Symposium on Engineering Interactive Computing Systems","EICS '13","","978-1-4503-2138-9","London, United Kingdom","ACM","New York, NY, USA"
"article","2480570","Kenneth W. K. Lo and Will W. W. Tang and Grace  Ngai and Alvin T. S. Chan and Hong Va Leong and Stephen C. F. Chan","","","","I*Chameleon: A Platform for Developing Multimodal Application with Comprehensive Development Cycle","1103--1108","","6","development cycle, model-view-controller, multimodal platform, software engineering","10.1145/2480362.2480570","","","","","","","2013","","Proceedings of the 28th Annual ACM Symposium on Applied Computing","SAC '13","","978-1-4503-1656-9","Coimbra, Portugal","ACM","New York, NY, USA"
"article","2577370","Angel  Jimenez-Molina and In-Young  Ko","","","","Cognitive Resource-aware Web Service Selection in Mobile Computing Environments","307--308","","2","cognitive engineering, cognitive resources, human factors in service provisioning, mobile web services composition","10.1145/2567948.2577370","","","","","","","2014","","Proceedings of the 23rd International Conference on World Wide Web","WWW '14 Companion","","978-1-4503-2745-9","Seoul, Korea","ACM","New York, NY, USA"
"article","212003","Dac Khoa Doan and Norman W. Paton and Alistair  Kilgour","","","","Design and User Testing of a Multi-paradigm Query Interface to an Object-oriented Database","12--17","","6","multiparadigm, object-oriented database, query interface, user testing","10.1145/211990.212003","SIGMOD Rec.","Sept. 1995","24","3","","September","1995","0163-5808","","","","","","ACM","New York, NY, USA"
"article","347794","Thomas  Erickson","","","","Lingua Francas for Design: Sacred Places and Pattern Languages","357--368","","12","architecture, design methods, interaction design, interdisciplinary design, pattern language, patterns, urban design","10.1145/347642.347794","","","","","","","2000","","Proceedings of the 3rd Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques","DIS '00","","1-58113-219-0","New York City, New York, USA","ACM","New York, NY, USA"
"article","2254628","Fabio  Pittarello and Ivano  Gatto","","","","A Visual Interface for Querying Ontologically and Socially Annotated 3D Worlds for the Web","377--381","","5","Web3D, annotation, cultural heritage, folksonomy, information finding, ontology, search, social web, visual languages","10.1145/2254556.2254628","","","","","","","2012","","Proceedings of the International Working Conference on Advanced Visual Interfaces","AVI '12","","978-1-4503-1287-5","Capri Island, Italy","ACM","New York, NY, USA"
"article","571992","Wendy E. Mackay and Guillaume  Pothier and Catherine  Letondal and Kaare  B&#248;egh and Hans Erik S&#248;rensen","","","","The Missing Link: Augmenting Biology Laboratory Notebooks","41--50","","10","SVG, a-book, augmented laboratory note-books, augmented reality, information layers, interaction lens, interactive paper","10.1145/571985.571992","","","","","","","2002","","Proceedings of the 15th Annual ACM Symposium on User Interface Software and Technology","UIST '02","","1-58113-488-6","Paris, France","ACM","New York, NY, USA"
"article","231148","G. P. Faconti","","","","Reasoning on Gestural Interfaces Through Syndetic Modelling]","71--76","","6","","10.1145/231132.231148","SIGCHI Bull.","July 1996","28","3","","July","1996","0736-6906","","","","","","ACM","New York, NY, USA"
"article","1413706","M. Mohsin Saleemi and Jerker  Bj&#246;rkqvist and Johan  Lilius","","","","System Architecture and Interactivity Model for Mobile TV Applications","407--414","","8","design requirements, interactive applications, interactivity model, mobile TV, system architecture","10.1145/1413634.1413706","","","","","","","2008","","Proceedings of the 3rd International Conference on Digital Interactive Media in Entertainment and Arts","DIMEA '08","","978-1-60558-248-1","Athens, Greece","ACM","New York, NY, USA"
"article","1201735","Pablo  Cesar and Petri  Vuorimaa and Juha  Vierinen","","","","A Graphics Architecture for High-end Interactive Television Terminals","343--357","","15","3D graphics, Digital TV, MHP, SMIL, XForms, XML","10.1145/1201730.1201735","ACM Trans. Multimedia Comput. Commun. Appl.","November 2006","2","4","","November","2006","1551-6857","","","","","","ACM","New York, NY, USA"
"article","2010436","Fabio  Pittarello and Ivano  Gatto","","","","ToBoA-3D: An Architecture for Managing Top-down and Bottom-up Annotated 3D Objects and Spaces on the Web","57--65","","9","3D environment, X3D, annotation interfaces, classification, folksonomy, ontology, search, semantic objects and spaces, social tagging","10.1145/2010425.2010436","","","","","","","2011","","Proceedings of the 16th International Conference on 3D Web Technology","Web3D '11","","978-1-4503-0774-1","Paris, France","ACM","New York, NY, USA"
"article","1128988","Duoduo  Liao","","","","A High-fidelity Immersive Cluster-based Driving Simulator for Transportation Safety Research","361--364","","4","cluster, driving simulator, motion control, vehicle dynamics, virtual reality","10.1145/1128923.1128988","","","","","","","2006","","Proceedings of the 2006 ACM International Conference on Virtual Reality Continuum and Its Applications","VRCIA '06","","1-59593-324-7","Hong Kong, China","ACM","New York, NY, USA"
"article","2915990","Paul  Ralph and Ewan  Tempero","","","","Characteristics of Decision-making During Coding","34:1--34:10","34","10","choice architecture, decisions, interviews, programming","10.1145/2915970.2915990","","","","","","","2016","","Proceedings of the 20th International Conference on Evaluation and Assessment in Software Engineering","EASE '16","","978-1-4503-3691-8","Limerick, Ireland","ACM","New York, NY, USA"
"article","2070500","Lode  Hoste and Bruno  Dumas and Beat  Signer","","","","Mudra: A Unified Multimodal Interaction Framework","97--104","","8","declarative programming, multimodal fusion, multimodal interaction, rule language","10.1145/2070481.2070500","","","","","","","2011","","Proceedings of the 13th International Conference on Multimodal Interfaces","ICMI '11","","978-1-4503-0641-6","Alicante, Spain","ACM","New York, NY, USA"
"article","236340","Phillip M. Yelland","","","","Creating Host Compliance in a Portable Framework: A Study in the Reuse of Design Patterns","18--29","","12","","10.1145/236338.236340","SIGPLAN Not.","Oct. 1996","31","10","","October","1996","0362-1340","","","","","","ACM","New York, NY, USA"
"article","236340","Phillip M. Yelland","","","","Creating Host Compliance in a Portable Framework: A Study in the Reuse of Design Patterns","18--29","","12","","10.1145/236337.236340","","","","","","","1996","","Proceedings of the 11th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '96","","0-89791-788-X","San Jose, California, USA","ACM","New York, NY, USA"
"article","1995986","Carlos  Solis and Nour  Ali","","","","An Experience Using a Spatial Hypertext Wiki","133--142","","10","ShyWiki, Wiki, knowledge management, spatial hypertext","10.1145/1995966.1995986","","","","","","","2011","","Proceedings of the 22Nd ACM Conference on Hypertext and Hypermedia","HT '11","","978-1-4503-0256-2","Eindhoven, The Netherlands","ACM","New York, NY, USA"
"article","2414575","Frank  Honold and Felix  Sch&#252;ssel and Michael  Weber","","","","Adaptive Probabilistic Fission for Multimodal Systems","222--231","","10","adaptive user interface, modality arbitration, multimodal interaction, probabilistic multimodal fission","10.1145/2414536.2414575","","","","","","","2012","","Proceedings of the 24th Australian Computer-Human Interaction Conference","OzCHI '12","","978-1-4503-1438-1","Melbourne, Australia","ACM","New York, NY, USA"
"article","2396730","Javier  Gonzalez-Sanchez and Maria-Elena  Chavez-Echeagaray and Robert  Atkinson and Winslow  Burleson","","","","Affective Computing Meets Design Patterns: A Pattern-based Model for a Multimodal Emotion Recognition Framework","14:1--14:11","14","11","design patterns, emotion recognition, framework, multimodal","10.1145/2396716.2396730","","","","","","","2012","","Proceedings of the 16th European Conference on Pattern Languages of Programs","EuroPLoP '11","","978-1-4503-1302-5","Irsee, Germany","ACM","New York, NY, USA"
"article","1370863","Christian  D&#246;rner and Volkmar  Pipek and Moritz  Weber and Volker  Wulf","","","","End-user Development: New Challenges for Service Oriented Architectures","71--75","","5","challenges, end user development, requirements, service oriented architectures","10.1145/1370847.1370863","","","","","","","2008","","Proceedings of the 4th International Workshop on End-user Software Engineering","WEUSE '08","","978-1-60558-034-0","Leipzig, Germany","ACM","New York, NY, USA"
"article","2307860","Pedro Maur&#237;cio Costa and Jeremy  Pitt and Jo&#227;o  Falc&#227;o e Cunha and Teresa  Galv&#227;o","","","","Cloud2Bubble: Enhancing Quality of Experience in Mobile Cloud Computing Settings","45--52","","8","mobile cloud computing, policy computing, quality of experience, smart systems, user-centric development","10.1145/2307849.2307860","","","","","","","2012","","Proceedings of the Third ACM Workshop on Mobile Cloud Computing and Services","MCS '12","","978-1-4503-1319-3","Low Wood Bay, Lake District, UK","ACM","New York, NY, USA"
"article","1328146","Adamantios  Koumpis and Marios  Chatzidimitriou and Vasiliki  Moumtzi and Vassilios  Peristeras","","","","Empowering User and Development Communities Involvement for Collaborative e-Gov Networks","431--432","","2","capacity building, citizen organizational initiatives, community building, government collaboration patterns research, people, policies, practices, processes, society inclusion initiatives","10.1145/1328057.1328146","","","","","","","2007","","Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance","ICEGOV '07","","978-1-59593-822-0","Macao, China","ACM","New York, NY, USA"
"article","1982459","Diogo  Pedrosa and Jos&#233; Augusto C. Martins,Jr. and Erick L. Melo and Cesar A. C. Teixeira","","","","A Multimodal Interaction Component for Digital Television","1253--1258","","6","digital TV, interactive TV, multimodal input","10.1145/1982185.1982459","","","","","","","2011","","Proceedings of the 2011 ACM Symposium on Applied Computing","SAC '11","","978-1-4503-0113-8","TaiChung, Taiwan","ACM","New York, NY, USA"
"article","1296959","Joseph C. Morris","","","","DistriWiki:: A Distributed Peer-to-peer Wiki Network","69--74","","6","collaborative publishing, peer-to-peer networks, wikis","10.1145/1296951.1296959","","","","","","","2007","","Proceedings of the 2007 International Symposium on Wikis","WikiSym '07","","978-1-59593-861-9","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","2304643","Robert  Vaupel","","","","Operating Systems Development: Driving Forces, Critical Steps, Decision Processes","15--18","","4","operating systems, process","10.1145/2304636.2304643","","","","","","","2012","","Proceedings of the 2012 ACM SIGSOFT Symposium on Industry Day","Industry Day '12","","978-1-4503-1349-0","Bertinoro, Italy","ACM","New York, NY, USA"
"article","1595764","Marco  Brambilla and Stefano  Ceri","","","","Engineering Search Computing Applications: Vision and Challenges","365--372","","8","search computing, search services, soa, software engineering, web services","10.1145/1595696.1595764","","","","","","","2009","","Proceedings of the the 7th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on The Foundations of Software Engineering","ESEC/FSE '09","","978-1-60558-001-2","Amsterdam, The Netherlands","ACM","New York, NY, USA"
"article","2805841","Wolfgang  Narzt and Gustav  Pomberger and Otto  Weichselbaum and Reinhard  Draxler and Markus  Welser","","","","From Research to Industry: Interactive Mobile Services for Accelerating Logistics Processes","611--615","","5","location-triggered code execution, logistics processes, mobile computing, mobile interaction services","10.1145/2750858.2805841","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","900082","Kenneth M. Anderson and Susanne A. Sherba and William V. Lepthien","","","","Structure and Behavior Awareness in Themis","138--147","","10","awareness, behavior, structural computing, structure, themis","10.1145/900051.900082","","","","","","","2003","","Proceedings of the Fourteenth ACM Conference on Hypertext and Hypermedia","HYPERTEXT '03","","1-58113-704-4","Nottingham, UK","ACM","New York, NY, USA"
"article","2480332","Pierre A. Akiki and Arosha K. Bandara and Yijun  Yu","","","","Cedar Studio: An IDE Supporting Adaptive Model-driven User Interfaces for Enterprise Applications","139--144","","6","adaptive user interfaces, enterprise applications, ide, model-driven engineering, user interface simplification","10.1145/2494603.2480332","","","","","","","2013","","Proceedings of the 5th ACM SIGCHI Symposium on Engineering Interactive Computing Systems","EICS '13","","978-1-4503-2138-9","London, United Kingdom","ACM","New York, NY, USA"
"article","2307802","Matthias  Baldauf and Peter  Fr&#246;hlich and Katrin  Lasinger","","","","A Scalable Framework for Markerless Camera-based Smartphone Interaction with Large Public Displays","4:1--4:5","4","5","distributed system, large screens, mobile augmented reality, mobile interaction, remote control","10.1145/2307798.2307802","","","","","","","2012","","Proceedings of the 2012 International Symposium on Pervasive Displays","PerDis '12","","978-1-4503-1414-5","Porto, Portugal","ACM","New York, NY, USA"
"article","976322","E.  Todd and E.  Kemp and C.  Phillips","","","","What Makes a Good User Interface Pattern Language?","91--100","","10","pattern language validation, pattern languages, user interface design","","","","","","","","2004","","Proceedings of the Fifth Conference on Australasian User Interface - Volume 28","AUIC '04","","","Dunedin, New Zealand","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
"article","1772891","Daniel  Coffman and Danny  Soroker and Chandra  Narayanaswami and Aaron  Zinman","","","","A Client-server Architecture for State-dependent Dynamic Visualizations on the Web","1237--1240","","4","rich internet applications","10.1145/1772690.1772891","","","","","","","2010","","Proceedings of the 19th International Conference on World Wide Web","WWW '10","","978-1-60558-799-8","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","347795","Jan O. Borchers","","","","A Pattern Approach to Interaction Design","369--378","","10","design methodologies, education, exhibits, interdisciplinary design, music, pattern languages","10.1145/347642.347795","","","","","","","2000","","Proceedings of the 3rd Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques","DIS '00","","1-58113-219-0","New York City, New York, USA","ACM","New York, NY, USA"
"article","1029677","St&#233;phane  Huot and C&#233;dric  Dumas and Pierre  Dragicevic and Jean-Daniel  Fekete and G&#233;rard  H&#233;gron","","","","The MaggLite post-WIMP Toolkit: Draw It, Connect It and Run It","257--266","","10","GUI architectures, GUI toolkits, ICON, MaggLite, interaction design, interaction techniques","10.1145/1029632.1029677","","","","","","","2004","","Proceedings of the 17th Annual ACM Symposium on User Interface Software and Technology","UIST '04","","1-58113-957-8","Santa Fe, NM, USA","ACM","New York, NY, USA"
"article","1497317","David  Lizcano and Javier  Soriano and Marcos  Reyes and Juan J. Hierro","","","","EzWeb/FAST: Reporting on a Successful Mashup-based Solution for Developing and Deploying Composite Applications in the Upcoming Web of Services","15--24","","10","SOA, composite applications, mash-up, user-centric SOA, web 2.0, web of services, web services","10.1145/1497308.1497317","","","","","","","2008","","Proceedings of the 10th International Conference on Information Integration and Web-based Applications & Services","iiWAS '08","","978-1-60558-349-5","Linz, Austria","ACM","New York, NY, USA"
"article","1595781","Lars  Kr&#252;ger and Bastian  Grabski","","","","Using User Context for Accessing IT Resources","33--36","","4","authorization, context-awareness, domain-specific language, human factors, individualization, personalization","10.1145/1595768.1595781","","","","","","","2009","","Proceedings of the First International Workshop on Context-aware Software Technology and Applications","CASTA '09","","978-1-60558-707-3","Amsterdam, The Netherlands","ACM","New York, NY, USA"
"article","2647355","Yang  Li","","","","Reflection: Enabling Event Prediction As an On-device Service for Mobile Interaction","689--698","","10","API, event prediction, infrastructure, mobile computing, online learning, passive aggressive, probabilistic model","10.1145/2642918.2647355","","","","","","","2014","","Proceedings of the 27th Annual ACM Symposium on User Interface Software and Technology","UIST '14","","978-1-4503-3069-5","Honolulu, Hawaii, USA","ACM","New York, NY, USA"
"article","2388698","Gabriel  Skantze and Samer  Al Moubayed","","","","IrisTK: A Statechart-based Toolkit for Multi-party Face-to-face Interaction","69--76","","8","gaze, gesture, multi-party interation, multimodal systems, speech, spoken dialog, statecharts","10.1145/2388676.2388698","","","","","","","2012","","Proceedings of the 14th ACM International Conference on Multimodal Interaction","ICMI '12","","978-1-4503-1467-1","Santa Monica, California, USA","ACM","New York, NY, USA"
"article","257130","Dean F. Jerding","","","","Visualizing Patterns in the Execution of Object-oriented Programs","47--48","","2","","10.1145/257089.257130","","","","","","","1996","","Conference Companion on Human Factors in Computing Systems","CHI '96","","0-89791-832-0","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","3011196","Joaquim  Bellmunt and Mounir  Mokhtari and Bessam  Abdulzarak and Hamdi  Aloulou","","","","Agile Framework for Rapid Deployment in Ambient Assisted Living Environments","410--413","","4","ageing in place, ambient assisted living, context discovery, knowledge construction, web framework","10.1145/3011141.3011196","","","","","","","2016","","Proceedings of the 18th International Conference on Information Integration and Web-based Applications and Services","iiWAS '16","","978-1-4503-4807-2","Singapore, Singapore","ACM","New York, NY, USA"
"article","1167510","Richard P. Gabriel and Ron  Goldman","","","","Conscientious Software","433--450","","18","autopoiesis, continuous (re)design, emergence, feedback, repair, robustness, self-sustaining systems, self-testing, software, software complexity, stigmergy","10.1145/1167515.1167510","SIGPLAN Not.","October 2006","41","10","","October","2006","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1167510","Richard P. Gabriel and Ron  Goldman","","","","Conscientious Software","433--450","","18","autopoiesis, continuous (re)design, emergence, feedback, repair, robustness, self-sustaining systems, self-testing, software, software complexity, stigmergy","10.1145/1167473.1167510","","","","","","","2006","","Proceedings of the 21st Annual ACM SIGPLAN Conference on Object-oriented Programming Systems, Languages, and Applications","OOPSLA '06","","1-59593-348-4","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","1065510","Alex  Dekhtyar and Ionut E. Iacob and Jerzy  Jaromczyk and Kevin  Kiernan and Neil  Moore and Dorothy C. Porter","","","","Building Image-based Electronic Editions Using the Edition Production Technology","406--406","","1","XML management, image-based electronic edition","10.1145/1065385.1065510","","","","","","","2005","","Proceedings of the 5th ACM/IEEE-CS Joint Conference on Digital Libraries","JCDL '05","","1-58113-876-8","Denver, CO, USA","ACM","New York, NY, USA"
"article","2480319","Pierre  Akiki and Arosha  Bandara and Yijun  Yu","","","","Crowdsourcing User Interface Adaptations for Minimizing the Bloat in Enterprise Applications","121--126","","6","adaptable user interfaces, bloated ui, crowdsourcing, enterprise applications, model-driven engineering","10.1145/2494603.2480319","","","","","","","2013","","Proceedings of the 5th ACM SIGCHI Symposium on Engineering Interactive Computing Systems","EICS '13","","978-1-4503-2138-9","London, United Kingdom","ACM","New York, NY, USA"
"article","2945310","Caroline  Desprat and Jean-Pierre  Jessel and Herv&#233;  Luga","","","","3DEvent: A Framework Using Event-sourcing Approach for 3D Web-based Collaborative Design in P2P","73--76","","4","Web 3D, WebRTC, collaborative manipulation, distributed application, event-driven architecture","10.1145/2945292.2945310","","","","","","","2016","","Proceedings of the 21st International Conference on Web3D Technology","Web3D '16","","978-1-4503-4428-9","Anaheim, California","ACM","New York, NY, USA"
"article","1148579","Gilles  Halin and Sylvain  Kubicki","","","","Architecture Dirig{\'e}e Par Les Mod\`{e}Les Pour Une Repr{\'e}Sentation Multi-vues Du Contexte De Coop{\'e}Ration","211--214","","4","MDA, context, cooperation, model, point of view, visualisation mode","10.1145/1148550.1148579","","","","","","","2005","","Proceedings of the 17th Conference on L'Interaction Homme-Machine","IHM '05","","1-59593-192-9","Toulouse, France","ACM","New York, NY, USA"
"article","1456570","Elvis  Hau and Manuela  Apar&#237;cio","","","","Software Internationalization and Localization in Web Based ERP","175--180","","6","ERP, I18N, L10N, PoEdit, WebERP, internationalization, localization","10.1145/1456536.1456570","","","","","","","2008","","Proceedings of the 26th Annual ACM International Conference on Design of Communication","SIGDOC '08","","978-1-60558-083-8","Lisbon, Portugal","ACM","New York, NY, USA"
"article","2769519","Kevin  Bouchard and Sylvain  Giroux","","","","Smart Homes and the Challenges of Data","66:1--66:4","66","4","activity recognition, big data, sensors, smart home","10.1145/2769493.2769519","","","","","","","2015","","Proceedings of the 8th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '15","","978-1-4503-3452-5","Corfu, Greece","ACM","New York, NY, USA"
"article","1631115","Marco L.C. Paleari and Vivek  Singh and Benoit  Huet and Ramesh  Jain","","","","Toward Environment-to-environment (E2E) Affective Sensitive Communication Systems","19--26","","8","affective computing, e-learning, emotion recognition, environment, event, facial expressions, human centered computing., telepresence","10.1145/1631111.1631115","","","","","","","2009","","Proceedings of the First ACM International Workshop on Multimedia Technologies for Distance Learning","MTDL '09","","978-1-60558-757-8","Beijing, China","ACM","New York, NY, USA"
"article","989951","Niels Ole Bernsen and Marcela  Charfuel&#224;n and Andrea  Corradini and Laila  Dybkj&#230;r and Thomas  Hansen and Svend  Kiilerich and Mykola  Kolodnytsky and Dmytro  Kupkin and Manish  Mehta","","","","First Prototype of Conversational H.C. Andersen","458--461","","4","domain-oriented spoken conversation, life-like animated agents","10.1145/989863.989951","","","","","","","2004","","Proceedings of the Working Conference on Advanced Visual Interfaces","AVI '04","","1-58113-867-9","Gallipoli, Italy","ACM","New York, NY, USA"
"article","1189015","Ashraf S. Hussein and Hisham  El-Shishiny","","","","A Framework for Visualization of Large Time-varying Volume Data for High Performance Computing","","36","","","10.1145/1188966.1189015","","","","","","","2006","","Proceedings of the 2006 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '06","","","Toronto, Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","276621","James W. Cooper","","","","Using Design Patterns","65--68","","4","","10.1145/276609.276621","Commun. ACM","June 1998","41","6","","June","1998","0001-0782","","","","","","ACM","New York, NY, USA"
"article","1859002","Christian  Hirsch and John  Hosking and John  Grundy","","","","VikiBuilder: End-user Specification and Generation of Visual Wikis","13--22","","10","code generation, domain specific visual language, knowledge management, modeling, visual wiki, visualization","10.1145/1858996.1859002","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
"article","1284428","Nadir  Weibel and Moira C. Norrie and Beat  Signer","","","","A Model for Mapping Between Printed and Digital Document Instances","19--28","","10","document integration, document model, interactive paper, page description languages, structured documents","10.1145/1284420.1284428","","","","","","","2007","","Proceedings of the 2007 ACM Symposium on Document Engineering","DocEng '07","","978-1-59593-776-6","Winnipeg, Manitoba, Canada","ACM","New York, NY, USA"
"article","1466671","Alexandre  Benoit and Laurent  Bonnaud and Alice  Caplier and Phillipe  Ngo and Lionel  Lawson and Daniela G. Trevisan and Vjekoslav  Levacic and C&#233;line  Mancas and Guillaume  Chanel","","","","Multimodal Focus Attention and Stress Detection and Feedback in an Augmented Driver Simulator","33--41","","9","Attention level, Data fission, Data fusion, Driver simulator, Facial motion analysis, OpenInterface, Physiological signals, Stress","10.1007/s00779-007-0173-0","Personal Ubiquitous Comput.","January   2009","13","1","","January","2009","1617-4909","","","","","","Springer-Verlag","London, UK, UK"
"article","2914622","Niels Olof  Bouvin and Clemens Nylandsted Klokmose","","","","Classical Hypermedia Virtues on the Web with Webstrates","207--212","","6","collaboration, dynamic documents, hypermedia, web","10.1145/2914586.2914622","","","","","","","2016","","Proceedings of the 27th ACM Conference on Hypertext and Social Media","HT '16","","978-1-4503-4247-6","Halifax, Nova Scotia, Canada","ACM","New York, NY, USA"
"article","1057241","Anind K. Dey and Jennifer  Mankoff","","","","Designing Mediation for Context-aware Applications","53--80","","28","Context-aware computing, ambiguity, aware environments, error handling, mediation, ubiquitous computing","10.1145/1057237.1057241","ACM Trans. Comput.-Hum. Interact.","March 2005","12","1","","March","2005","1073-0516","","","","","","ACM","New York, NY, USA"
"article","2674405","Kevin  Bouchard and Abdenour  Bouzouane and Bruno  Bouchard","","","","Gesture Recognition in Smart Home Using Passive RFID Technology","12:1--12:8","12","8","gesture recognition, passive RFID, smart home, spatio-temporal series, trilateration","10.1145/2674396.2674405","","","","","","","2014","","Proceedings of the 7th International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '14","","978-1-4503-2746-6","Rhodes, Greece","ACM","New York, NY, USA"
"article","1286297","Sven  Casteleyn and William  Van Woensel and Geert-Jan  Houben","","","","A Semantics-based Aspect-oriented Approach to Adaptation in Web Engineering","189--198","","10","adaptation, aspect-orientation, semantic web, web engineering","10.1145/1286240.1286297","","","","","","","2007","","Proceedings of the Eighteenth Conference on Hypertext and Hypermedia","HT '07","","978-1-59593-820-6","Manchester, UK","ACM","New York, NY, USA"
"article","1062748","Yutaka  Kidawara and Tomoyuki  Uchiyama and Katsumi  Tanaka","","","","An Environment for Collaborative Content Acquisition and Editing by Coordinated Ubiquitous Devices","782--791","","10","RFID, embedded content, functional web, multiple device operating, ubiquitous computing, ubiquitous network","10.1145/1062745.1062748","","","","","","","2005","","Special Interest Tracks and Posters of the 14th International Conference on World Wide Web","WWW '05","","1-59593-051-5","Chiba, Japan","ACM","New York, NY, USA"
"article","2674437","Hiren  Sangani and Andreas  Fink and Christian  Peter","","","","Java Framework for Dialysis Monitoring Using a Distributed Network Architecture","52:1--52:6","52","6","android development toolkit, clinical applications, distributed network, health monitoring, vital signs","10.1145/2674396.2674437","","","","","","","2014","","Proceedings of the 7th International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '14","","978-1-4503-2746-6","Rhodes, Greece","ACM","New York, NY, USA"
"article","2535911","Jesus  Bellido and Rosa  Alarc&#243;n and Cesare  Pautasso","","","","Control-Flow Patterns for Decentralized RESTful Service Composition","5:1--5:30","5","30","REST, Web services, business processes, control flow, control-flow patterns, service composition","10.1145/2535911","ACM Trans. Web","December 2013","8","1","","December","2013","1559-1131","","","","","","ACM","New York, NY, USA"
